"id","survey_year","female","age","n_persons","n_children","years_educ","income","employed","employed_id","sector","sector_id"
16327,2015,TRUE,55,5,0,11.5,19283.328125,"[2] Employed part-time",2,"[85] Education and teaching",85
16327,2016,TRUE,56,5,0,11.5,22179.42578125,"[2] Employed part-time",2,"[85] Education and teaching",85
16327,2017,TRUE,57,4,0,11.5,20454.2109375,"[2] Employed part-time",2,"[85] Education and teaching",85
16327,2018,TRUE,58,4,0,11.5,27057.23046875,"[2] Employed part-time",2,"[85] Education and teaching",85
16327,2019,TRUE,59,4,0,11.5,24679.900390625,"[2] Employed part-time",2,"[85] Education and teaching",85
8163,2015,FALSE,59,5,0,12,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
8163,2016,FALSE,60,5,0,12,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
8163,2017,FALSE,61,4,0,12,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
8163,2018,FALSE,62,4,0,12,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
8163,2019,FALSE,63,4,0,12,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
16160,2015,FALSE,23,5,0,14.5,11305.2939453125,"[5] Not employed",5,NA,NA
16160,2016,FALSE,24,5,0,14.5,0,"[5] Not employed",5,NA,NA
16160,2017,FALSE,25,4,0,14.5,0,"[5] Not employed",5,NA,NA
16160,2018,FALSE,26,4,0,16,0,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
16160,2019,FALSE,27,4,0,16,35934.640625,"[1] Employed full-time",1,"[1] Agriculture, hunting and related activities",1
2132,2015,FALSE,73,2,0,12,0,"[5] Not employed",5,NA,NA
2132,2016,FALSE,74,2,0,12,0,"[5] Not employed",5,NA,NA
2132,2017,FALSE,75,2,0,12,0,"[5] Not employed",5,NA,NA
2132,2018,FALSE,76,1,0,12,0,"[5] Not employed",5,NA,NA
2132,2019,FALSE,77,1,0,12,0,"[5] Not employed",5,NA,NA
7651,2015,TRUE,19,4,0,NA,414.757751464844,"[5] Not employed",5,NA,NA
7651,2016,TRUE,20,3,0,13,1,"[5] Not employed",5,NA,NA
7651,2017,TRUE,21,3,0,13,4950.97509765625,"[5] Not employed",5,NA,NA
7651,2018,TRUE,22,3,0,13,0,"[5] Not employed",5,NA,NA
7651,2019,TRUE,23,3,0,13,0,"[5] Not employed",5,NA,NA
1993,2015,FALSE,39,4,2,15,66791.9296875,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
1993,2016,FALSE,40,4,2,15,97965.9140625,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
1993,2017,FALSE,41,4,2,15,83896.328125,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
1993,2018,FALSE,42,4,2,15,0,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
1993,2019,FALSE,43,4,2,15,71832.591796875,"[1] Employed full-time",1,"[10] Manufacture of food and animal feed products",10
4748,2015,FALSE,70,2,0,12,0,"[5] Not employed",5,NA,NA
4748,2016,FALSE,71,2,0,12,0,"[5] Not employed",5,NA,NA
4748,2017,FALSE,72,2,0,12,0,"[5] Not employed",5,NA,NA
4748,2018,FALSE,73,2,0,12,0,"[5] Not employed",5,NA,NA
4748,2019,FALSE,74,2,0,12,0,"[5] Not employed",5,NA,NA
30208,2015,TRUE,49,4,1,16,73250.6484375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
30208,2016,TRUE,50,3,1,16,50197.71484375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
30208,2017,TRUE,51,3,1,16,76684.984375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
30208,2018,TRUE,52,3,1,16,79821.9375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
30208,2019,TRUE,53,3,0,16,66073.84375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
9357,2018,TRUE,17,3,1,NA,0,"[5] Not employed",5,NA,NA
9357,2019,TRUE,18,3,0,NA,0,"[4] Irregular employment or in marginal",4,NA,NA
2223,2015,TRUE,68,1,0,18,678.750854492188,"[5] Not employed",5,NA,NA
2223,2016,TRUE,69,1,0,18,9454.6923828125,"[5] Not employed",5,NA,NA
2223,2017,TRUE,70,1,0,18,18108.6484375,"[5] Not employed",5,NA,NA
2223,2018,TRUE,71,1,0,18,0,"[4] Irregular employment or in marginal",4,NA,NA
2223,2019,TRUE,72,1,0,18,0,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
13453,2015,TRUE,47,3,1,16,28625.021484375,"[2] Employed part-time",2,"[64] Provision of financial services",64
13453,2016,TRUE,48,3,1,16,24940.482421875,"[2] Employed part-time",2,"[64] Provision of financial services",64
13453,2017,TRUE,49,3,1,16,26685.033203125,"[2] Employed part-time",2,"[64] Provision of financial services",64
13453,2018,TRUE,50,3,1,16,29573.408203125,"[2] Employed part-time",2,"[64] Provision of financial services",64
13453,2019,TRUE,51,3,1,16,30534.296875,"[2] Employed part-time",2,"[64] Provision of financial services",64
29338,2015,TRUE,51,2,0,10.5,5479.9560546875,"[1] Employed full-time",1,"[22] Manufacture of rubber and plastic products",22
29338,2016,TRUE,52,2,0,10.5,9325.4189453125,"[1] Employed full-time",1,"[22] Manufacture of rubber and plastic products",22
29338,2017,TRUE,53,2,0,10.5,16115.1923828125,"[1] Employed full-time",1,NA,NA
29338,2018,TRUE,54,2,0,10.5,18813.64453125,"[1] Employed full-time",1,NA,NA
29338,2019,TRUE,55,2,0,10.5,17287.244140625,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
20332,2015,FALSE,55,2,1,10.5,22687.9453125,"[1] Employed full-time",1,"[45] Trade in motor vehicles",45
20332,2016,FALSE,56,2,1,10.5,25136.9140625,"[1] Employed full-time",1,"[45] Trade in motor vehicles",45
20332,2017,FALSE,57,2,1,10.5,24836.197265625,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
20332,2018,FALSE,58,4,1,10.5,22611.142578125,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
20332,2019,FALSE,59,2,0,10.5,22511.005859375,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
17325,2015,FALSE,79,2,0,18,0,"[5] Not employed",5,NA,NA
17325,2016,FALSE,80,2,0,18,0,"[5] Not employed",5,NA,NA
17325,2017,FALSE,81,2,0,18,0,"[5] Not employed",5,NA,NA
17325,2018,FALSE,82,2,0,18,0,"[5] Not employed",5,NA,NA
17325,2019,FALSE,83,2,0,18,0,"[5] Not employed",5,NA,NA
21265,2015,TRUE,65,2,0,10.5,47161.875,"[2] Employed part-time",2,"[31] Manufacture of furniture",31
21265,2016,TRUE,66,2,0,10.5,4187.45703125,"[4] Irregular employment or in marginal",4,"[31] Manufacture of furniture",31
21265,2017,TRUE,67,2,0,10.5,11841.8623046875,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
21265,2018,TRUE,68,2,0,10.5,19855.34765625,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
21265,2019,TRUE,69,2,0,10.5,10075.265625,"[4] Irregular employment or in marginal",4,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
863,2015,TRUE,33,1,0,17,34863.78515625,"[1] Employed full-time",1,"[85] Education and teaching",85
863,2016,TRUE,34,1,0,17,44748.0859375,"[1] Employed full-time",1,"[85] Education and teaching",85
863,2017,TRUE,35,1,0,17,32912.328125,"[1] Employed full-time",1,"[85] Education and teaching",85
863,2018,TRUE,36,1,0,17,51155.83203125,"[1] Employed full-time",1,"[85] Education and teaching",85
863,2019,TRUE,37,1,0,17,57529.1796875,"[1] Employed full-time",1,"[85] Education and teaching",85
20424,2015,TRUE,75,2,0,9,0,"[5] Not employed",5,NA,NA
20424,2016,TRUE,76,2,0,9,0,"[5] Not employed",5,NA,NA
1859,2015,FALSE,23,5,0,13,12863.5625,"[3] Training, apprenticeship",3,"[35] Energy supply",35
1859,2016,FALSE,24,5,0,14.5,11165.0302734375,"[1] Employed full-time",1,"[35] Energy supply",35
21253,2015,FALSE,18,5,0,12,0,"[5] Not employed",5,NA,NA
21253,2016,FALSE,19,5,0,13,558.9619140625,"[3] Training, apprenticeship",3,"[25] Manufacture of fabricated metal products",25
21253,2017,FALSE,20,4,0,13,9074.25,"[3] Training, apprenticeship",3,"[25] Manufacture of fabricated metal products",25
21253,2018,FALSE,21,4,0,13,15508.09765625,"[3] Training, apprenticeship",3,"[25] Manufacture of fabricated metal products",25
21253,2019,FALSE,22,4,0,14.5,9936.7109375,"[5] Not employed",5,NA,NA
11133,2015,TRUE,74,2,0,10,0,"[5] Not employed",5,NA,NA
11133,2016,TRUE,75,2,0,10,0,"[5] Not employed",5,NA,NA
11133,2017,TRUE,76,1,0,10,0,"[5] Not employed",5,NA,NA
11133,2018,TRUE,77,1,0,10,0,"[5] Not employed",5,NA,NA
11133,2019,TRUE,78,1,0,10,0,"[5] Not employed",5,NA,NA
4988,2015,FALSE,73,2,0,10.5,0,"[5] Not employed",5,NA,NA
4988,2016,FALSE,74,2,0,10.5,0,"[5] Not employed",5,NA,NA
4988,2017,FALSE,75,2,0,10.5,0,"[5] Not employed",5,NA,NA
4988,2018,FALSE,76,2,0,10.5,0,"[5] Not employed",5,NA,NA
4988,2019,FALSE,77,2,0,10.5,0,"[5] Not employed",5,NA,NA
23067,2015,FALSE,69,2,0,18,0,"[5] Not employed",5,NA,NA
23067,2016,FALSE,70,2,0,18,0,"[5] Not employed",5,NA,NA
23067,2017,FALSE,71,2,0,18,0,"[5] Not employed",5,NA,NA
23067,2018,FALSE,72,2,0,18,0,"[5] Not employed",5,NA,NA
23067,2019,FALSE,73,2,0,18,0,"[5] Not employed",5,NA,NA
13825,2015,TRUE,65,2,0,18,5748.27197265625,"[5] Not employed",5,NA,NA
13825,2016,TRUE,66,2,0,18,0,"[5] Not employed",5,NA,NA
13825,2017,TRUE,67,2,0,18,0,"[5] Not employed",5,NA,NA
13825,2018,TRUE,68,2,0,18,0,"[5] Not employed",5,NA,NA
13825,2019,TRUE,69,2,0,18,0,"[5] Not employed",5,NA,NA
9178,2015,FALSE,73,2,0,10.5,3987.2265625,"[4] Irregular employment or in marginal",4,"[49] Land transport and transport in pipelines",49
9178,2016,FALSE,74,2,0,10.5,1517.419921875,"[4] Irregular employment or in marginal",4,"[49] Land transport and transport in pipelines",49
9178,2017,FALSE,75,2,0,10.5,1662.4052734375,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
9178,2018,FALSE,76,2,0,10.5,3177.25610351562,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
9178,2019,FALSE,77,2,0,10.5,4234.17333984375,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
7082,2015,FALSE,71,2,0,10.5,0,"[5] Not employed",5,NA,NA
7082,2016,FALSE,72,2,0,10.5,0,"[5] Not employed",5,NA,NA
7082,2017,FALSE,73,2,0,10.5,0,"[5] Not employed",5,NA,NA
7082,2018,FALSE,74,2,0,10.5,0,"[5] Not employed",5,NA,NA
7082,2019,FALSE,75,2,0,10.5,0,"[5] Not employed",5,NA,NA
6836,2015,TRUE,60,2,0,10.5,2103.25561523438,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
6836,2016,TRUE,61,2,0,10.5,4177.70068359375,"[2] Employed part-time",2,"[69] Legal and tax consulting, auditing",69
6836,2017,TRUE,62,2,0,10.5,1351.13708496094,"[5] Not employed",5,NA,NA
6836,2018,TRUE,63,2,0,10.5,0,"[5] Not employed",5,NA,NA
6836,2019,TRUE,64,2,0,10.5,0,"[5] Not employed",5,NA,NA
28818,2015,TRUE,59,2,0,16,6537.44384765625,"[2] Employed part-time",2,"[10] Manufacture of food and animal feed products",10
28818,2016,TRUE,60,2,0,16,5217.95263671875,"[2] Employed part-time",2,"[10] Manufacture of food and animal feed products",10
28818,2017,TRUE,61,2,0,16,5038.166015625,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
28818,2018,TRUE,62,2,0,16,6037.326171875,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
28818,2019,TRUE,63,2,0,16,9796.05078125,"[2] Employed part-time",2,"[10] Manufacture of food and animal feed products",10
9214,2015,FALSE,55,2,0,11.5,0,"[1] Employed full-time",1,"[96] Provision of other predominantly personal services",96
9214,2016,FALSE,56,2,0,11.5,0,"[1] Employed full-time",1,"[96] Provision of other predominantly personal services",96
7971,2015,TRUE,56,2,0,16,37356.87890625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
7971,2016,TRUE,57,2,0,16,44197.97265625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
7971,2017,TRUE,58,3,0,16,49301.63671875,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
7971,2018,TRUE,59,3,0,16,50262.0234375,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
7971,2019,TRUE,60,3,0,16,52619.765625,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
27648,2015,TRUE,82,1,0,9,0,"[5] Not employed",5,NA,NA
27648,2016,TRUE,83,1,0,9,0,"[5] Not employed",5,NA,NA
27648,2017,TRUE,84,1,0,9,0,"[5] Not employed",5,NA,NA
27648,2018,TRUE,85,1,0,9,0,"[5] Not employed",5,NA,NA
27648,2019,TRUE,86,1,0,9,0,"[5] Not employed",5,NA,NA
4049,2015,TRUE,54,2,0,10.5,0,"[5] Not employed",5,NA,NA
4049,2016,TRUE,55,2,0,10.5,6872.34814453125,"[4] Irregular employment or in marginal",4,NA,NA
4049,2017,TRUE,56,2,0,10.5,908.8173828125,"[5] Not employed",5,NA,NA
4049,2018,TRUE,57,2,0,10.5,0,"[5] Not employed",5,NA,NA
4049,2019,TRUE,58,2,0,10.5,0,"[5] Not employed",5,NA,NA
19514,2017,TRUE,18,3,0,NA,0,"[5] Not employed",5,NA,NA
19514,2018,TRUE,19,3,0,NA,0,"[5] Not employed",5,NA,NA
19514,2019,TRUE,20,3,0,NA,0,"[5] Not employed",5,NA,NA
2982,2015,FALSE,47,3,2,9,799.134765625,"[5] Not employed",5,NA,NA
14693,2015,FALSE,82,2,0,18,0,"[5] Not employed",5,NA,NA
14693,2016,FALSE,83,2,0,18,0,"[5] Not employed",5,NA,NA
18355,2015,TRUE,68,1,0,10.5,0,"[5] Not employed",5,NA,NA
18355,2016,TRUE,69,1,0,10.5,0,"[5] Not employed",5,NA,NA
18355,2017,TRUE,70,1,0,10.5,0,"[5] Not employed",5,NA,NA
18355,2018,TRUE,71,1,0,10.5,0,"[5] Not employed",5,NA,NA
18355,2019,TRUE,72,1,0,10.5,0,"[5] Not employed",5,NA,NA
27052,2015,FALSE,77,1,0,13,0,"[5] Not employed",5,NA,NA
27052,2016,FALSE,78,1,0,13,0,"[5] Not employed",5,NA,NA
27052,2017,FALSE,79,1,0,13,0,"[5] Not employed",5,NA,NA
27052,2018,FALSE,80,1,0,13,0,"[5] Not employed",5,NA,NA
27052,2019,FALSE,81,1,0,13,0,"[5] Not employed",5,NA,NA
27670,2015,TRUE,51,1,0,10.5,22170.400390625,"[1] Employed full-time",1,"[56] Gastronomy",56
27670,2016,TRUE,52,1,0,10.5,0,"[1] Employed full-time",1,"[56] Gastronomy",56
27670,2017,TRUE,53,1,0,10.5,0,"[1] Employed full-time",1,"[56] Gastronomy",56
27670,2018,TRUE,54,2,0,10.5,0,"[1] Employed full-time",1,"[56] Gastronomy",56
27670,2019,TRUE,55,2,0,10.5,0,"[1] Employed full-time",1,"[56] Gastronomy",56
1318,2015,FALSE,19,3,0,13,0,"[5] Not employed",5,NA,NA
1318,2016,FALSE,20,3,0,13,0,"[5] Not employed",5,NA,NA
1318,2017,FALSE,21,3,0,13,0,"[5] Not employed",5,NA,NA
1318,2018,FALSE,22,2,0,18,0,"[5] Not employed",5,NA,NA
1318,2019,FALSE,23,2,0,18,3857.60986328125,"[4] Irregular employment or in marginal",4,"[85] Education and teaching",85
20595,2018,FALSE,17,4,2,NA,0,"[5] Not employed",5,NA,NA
20595,2019,FALSE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
9115,2015,TRUE,60,2,0,18,11364.830078125,"[2] Employed part-time",2,"[85] Education and teaching",85
9115,2016,TRUE,61,2,0,18,13875.4853515625,"[2] Employed part-time",2,"[85] Education and teaching",85
9115,2017,TRUE,62,2,0,18,15891.794921875,"[2] Employed part-time",2,"[85] Education and teaching",85
9115,2018,TRUE,63,2,0,18,13168.7529296875,"[2] Employed part-time",2,"[85] Education and teaching",85
9115,2019,TRUE,64,1,0,18,14426.609375,"[5] Not employed",5,NA,NA
21191,2015,TRUE,46,2,0,11.5,0,"[1] Employed full-time",1,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
21191,2018,TRUE,49,2,0,11.5,0,"[1] Employed full-time",1,NA,NA
2125,2015,TRUE,54,4,2,14,37090.72265625,"[2] Employed part-time",2,"[84] Public administration and defense; compulsory social security",84
2125,2016,TRUE,55,4,1,14,40575.11328125,"[2] Employed part-time",2,"[84] Public administration and defense; compulsory social security",84
2125,2017,TRUE,56,4,1,14,42989.11328125,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
2125,2018,TRUE,57,4,1,14,41802.65625,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
2125,2019,TRUE,58,3,0,14,44029.234375,"[2] Employed part-time",2,"[88] Social services (excluding homes)",88
30054,2015,TRUE,74,1,0,11.5,0,"[5] Not employed",5,NA,NA
30054,2016,TRUE,75,1,0,11.5,0,"[5] Not employed",5,NA,NA
30054,2017,TRUE,76,1,0,11.5,0,"[5] Not employed",5,NA,NA
30054,2018,TRUE,77,1,0,11.5,0,"[5] Not employed",5,NA,NA
30054,2019,TRUE,78,1,0,11.5,0,"[5] Not employed",5,NA,NA
1978,2015,TRUE,54,1,0,18,32078.53515625,"[2] Employed part-time",2,"[85] Education and teaching",85
22737,2015,FALSE,69,2,0,16,0,"[5] Not employed",5,NA,NA
22737,2016,FALSE,70,2,0,16,0,"[5] Not employed",5,NA,NA
22737,2017,FALSE,71,2,0,16,0,"[5] Not employed",5,NA,NA
22737,2018,FALSE,72,2,0,16,0,"[5] Not employed",5,NA,NA
22737,2019,FALSE,73,2,0,16,0,"[5] Not employed",5,NA,NA
4005,2015,FALSE,34,2,0,13.5,0,"[1] Employed full-time",1,"[70] Administration and management of companies and enterprises",70
4005,2016,FALSE,35,2,0,13.5,0,"[1] Employed full-time",1,"[70] Administration and management of companies and enterprises",70
4005,2017,FALSE,36,2,0,13.5,0,"[1] Employed full-time",1,"[64] Provision of financial services",64
4005,2018,FALSE,37,2,0,13.5,0,"[1] Employed full-time",1,"[64] Provision of financial services",64
4005,2019,FALSE,38,3,1,13.5,0,"[1] Employed full-time",1,"[64] Provision of financial services",64
9196,2015,FALSE,74,2,0,12,0,"[5] Not employed",5,NA,NA
9196,2016,FALSE,75,2,0,12,0,"[5] Not employed",5,NA,NA
9196,2017,FALSE,76,2,0,12,0,"[5] Not employed",5,NA,NA
9196,2018,FALSE,77,2,0,12,0,"[5] Not employed",5,NA,NA
9196,2019,FALSE,78,2,0,12,0,"[5] Not employed",5,NA,NA
9971,2015,TRUE,72,2,0,9,0,"[5] Not employed",5,NA,NA
9971,2016,TRUE,73,2,0,9,0,"[5] Not employed",5,NA,NA
9971,2017,TRUE,74,2,0,9,0,"[5] Not employed",5,NA,NA
10138,2015,TRUE,45,4,2,18,36166.26171875,"[2] Employed part-time",2,"[85] Education and teaching",85
10138,2016,TRUE,46,4,2,18,41966.7890625,"[2] Employed part-time",2,"[85] Education and teaching",85
10138,2017,TRUE,47,4,2,18,42662.7109375,"[2] Employed part-time",2,"[85] Education and teaching",85
10138,2018,TRUE,48,4,2,18,42725.78125,"[2] Employed part-time",2,"[85] Education and teaching",85
10138,2019,TRUE,49,4,2,18,44565.56640625,"[2] Employed part-time",2,"[85] Education and teaching",85
12861,2015,TRUE,80,2,0,10.5,0,"[5] Not employed",5,NA,NA
29924,2015,TRUE,64,1,0,9,0,"[5] Not employed",5,NA,NA
29924,2016,TRUE,65,1,0,9,0,"[5] Not employed",5,NA,NA
27233,2016,FALSE,17,4,2,NA,0,"[5] Not employed",5,NA,NA
27233,2017,FALSE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
27233,2018,FALSE,19,4,0,13,10016.689453125,"[1] Employed full-time",1,NA,NA
27233,2019,FALSE,20,4,0,13,26771.6875,"[1] Employed full-time",1,"[84] Public administration and defense; compulsory social security",84
10370,2015,FALSE,75,2,0,11,0,"[5] Not employed",5,NA,NA
10370,2017,FALSE,77,2,0,11,0,"[5] Not employed",5,NA,NA
10370,2018,FALSE,78,2,0,11,0,"[5] Not employed",5,NA,NA
10370,2019,FALSE,79,2,0,11,0,"[5] Not employed",5,NA,NA
27065,2015,TRUE,53,3,0,11.5,3575.90161132812,"[4] Irregular employment or in marginal",4,"[56] Gastronomy",56
27065,2016,TRUE,54,3,0,11.5,8390.3095703125,"[2] Employed part-time",2,"[10] Manufacture of food and animal feed products",10
27065,2017,TRUE,55,3,0,11.5,11724.0712890625,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
27065,2018,TRUE,56,2,0,11.5,13291.5986328125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
27065,2019,TRUE,57,2,0,11.5,13666.7763671875,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
28857,2015,FALSE,27,3,1,14.5,32316.181640625,"[1] Employed full-time",1,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
28857,2016,FALSE,28,3,1,14.5,44979.45703125,"[1] Employed full-time",1,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
28857,2017,FALSE,29,4,2,16,46892.1828613281,"[1] Employed full-time",1,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
28857,2018,FALSE,30,4,2,16,47420.6640625,"[1] Employed full-time",1,"[46] Wholesale trade (excl. trade in motor vehicles and motorcycles)",46
28857,2019,FALSE,31,4,2,16,63055.4538574219,"[1] Employed full-time",1,"[27] Manufacture of electrical equipment",27
10012,2015,TRUE,55,2,0,9,15837.2746582031,"[2] Employed part-time",2,"[86] Healthcare",86
10012,2016,TRUE,56,2,0,9,14826.9945068359,"[1] Employed full-time",1,"[86] Healthcare",86
10012,2017,TRUE,57,2,0,9,13115.0546875,"[1] Employed full-time",1,"[86] Healthcare",86
10012,2018,TRUE,58,2,0,9,16354.4462890625,"[1] Employed full-time",1,"[86] Healthcare",86
10012,2019,TRUE,59,2,0,9,16630.4748535156,"[1] Employed full-time",1,"[86] Healthcare",86
24558,2015,FALSE,61,5,0,18,61127.00390625,"[1] Employed full-time",1,"[85] Education and teaching",85
24558,2016,FALSE,62,5,0,18,62592.703125,"[1] Employed full-time",1,"[85] Education and teaching",85
24558,2017,FALSE,63,5,0,18,64887.98828125,"[1] Employed full-time",1,"[85] Education and teaching",85
24558,2018,FALSE,64,5,0,18,65302.59375,"[1] Employed full-time",1,"[85] Education and teaching",85
24558,2019,FALSE,65,3,0,18,68535.09375,"[1] Employed full-time",1,"[85] Education and teaching",85
30828,2015,TRUE,40,4,2,18,21861.576171875,"[1] Employed full-time",1,"[88] Social services (excluding homes)",88
30028,2015,FALSE,66,1,0,10.5,0,"[5] Not employed",5,NA,NA
30028,2016,FALSE,67,1,0,10.5,0,"[5] Not employed",5,NA,NA
12781,2015,TRUE,64,1,0,10.5,0,"[5] Not employed",5,NA,NA
12781,2016,TRUE,65,1,0,10.5,0,"[5] Not employed",5,NA,NA
12781,2017,TRUE,66,1,0,10.5,0,"[5] Not employed",5,NA,NA
12781,2018,TRUE,67,1,0,10.5,0,"[5] Not employed",5,NA,NA
31438,2015,FALSE,50,3,1,11.5,62579.015625,"[1] Employed full-time",1,"[25] Manufacture of fabricated metal products",25
31438,2016,FALSE,51,3,1,11.5,69536.1328125,"[1] Employed full-time",1,"[25] Manufacture of fabricated metal products",25
31438,2017,FALSE,52,3,0,11.5,71895.3125,"[1] Employed full-time",1,"[25] Manufacture of fabricated metal products",25
31438,2018,FALSE,53,3,0,11.5,69933.953125,"[1] Employed full-time",1,"[25] Manufacture of fabricated metal products",25
31438,2019,FALSE,54,3,0,11.5,72107.46875,"[1] Employed full-time",1,NA,NA
25029,2016,FALSE,17,3,1,10,0,"[5] Not employed",5,NA,NA
25029,2017,FALSE,18,3,0,10,0,"[5] Not employed",5,NA,NA
25029,2018,FALSE,19,3,0,10,3263.041015625,"[3] Training, apprenticeship",3,"[65] Insurance, reinsurance and pension funds (excluding social security)",65
1278,2015,TRUE,47,4,2,18,39396.36328125,"[2] Employed part-time",2,"[85] Education and teaching",85
1278,2016,TRUE,48,4,2,18,44545.66015625,"[2] Employed part-time",2,"[85] Education and teaching",85
1278,2017,TRUE,49,4,1,18,42603.9609375,"[2] Employed part-time",2,"[85] Education and teaching",85
1278,2018,TRUE,50,4,1,18,42822.76953125,"[2] Employed part-time",2,"[85] Education and teaching",85
1278,2019,TRUE,51,4,1,18,35086.359375,"[2] Employed part-time",2,"[85] Education and teaching",85
8677,2016,FALSE,17,4,2,NA,0,"[5] Not employed",5,NA,NA
8677,2017,FALSE,18,4,1,NA,0,"[5] Not employed",5,NA,NA
8677,2018,FALSE,19,4,1,12,0,"[5] Not employed",5,NA,NA
8677,2019,FALSE,20,4,1,12,8903.6279296875,"[3] Training, apprenticeship",3,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
13848,2015,FALSE,17,3,2,NA,0,"[5] Not employed",5,NA,NA
13848,2017,FALSE,19,4,1,NA,2351.34887695312,"[5] Not employed",5,NA,NA
13848,2018,FALSE,20,2,0,NA,4235.77783203125,"[5] Not employed",5,NA,NA
12508,2015,TRUE,66,2,0,10.5,0,"[5] Not employed",5,NA,NA
12508,2016,TRUE,67,2,0,10.5,0,"[5] Not employed",5,NA,NA
12508,2017,TRUE,68,2,0,10.5,0,"[5] Not employed",5,NA,NA
12508,2018,TRUE,69,2,0,10.5,0,"[5] Not employed",5,NA,NA
12508,2019,TRUE,70,2,0,10.5,0,"[5] Not employed",5,NA,NA
30637,2015,FALSE,73,2,0,10.5,0,"[5] Not employed",5,NA,NA
30637,2016,FALSE,74,2,0,10.5,0,"[5] Not employed",5,NA,NA
30637,2017,FALSE,75,1,0,10.5,0,"[5] Not employed",5,NA,NA
30637,2018,FALSE,76,1,0,10.5,0,"[5] Not employed",5,NA,NA
30637,2019,FALSE,77,1,0,10.5,0,"[5] Not employed",5,NA,NA
15115,2015,FALSE,19,4,0,13,0,"[5] Not employed",5,NA,NA
22837,2015,FALSE,48,4,1,18,217033.78125,"[1] Employed full-time",1,"[64] Provision of financial services",64
22837,2016,FALSE,49,4,1,18,204801.671875,"[1] Employed full-time",1,"[64] Provision of financial services",64
19062,2015,TRUE,62,1,0,10,14705.98828125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
19062,2016,TRUE,63,1,0,10,21069.017578125,"[2] Employed part-time",2,"[47] Retail trade (excluding motor vehicles and motorcycles)",47
19062,2017,TRUE,64,2,0,10,19575.53515625,"[5] Not employed",5,NA,NA
19062,2018,TRUE,65,2,0,10,3746.2607421875,"[4] Irregular employment or in marginal",4,"[74] Other freelance, scientific and technical activities",74
19062,2019,TRUE,66,2,0,10,4574.087890625,"[5] Not employed",5,NA,NA
